,02 성별,06_나이_반올림,001_오른쪽어깨경사각,002_왼쪽어깨경사각,003_키,005_목뒤높이,017_샅높이,031_몸무게,037_목둘레,038_목밑둘레,039_가슴둘레,040_젖가슴둘레,042_허리둘레,043_배꼽수준허리둘레,044_배둘레,045_엉덩이둘레,052_총길이,054_어깨사이길이,055_어깨가쪽사이길이,063_위팔길이,064_팔길이,065_팔안쪽길이,069_다리가쪽길이,111_머리둘레,121_넙다리둘레,122_넙다리중간둘레,123_무릎둘레,125_장딴지둘레,130_위팔둘레,131_팔꿈치둘레
1082,남,26,22.0,17.0,"1,677","1,438",693.0,114.6,430.0,495.0,"1,160","1,195","1,183","1,215","1,210","1,212","1,484",460.0,442.0,343.0,587.0,478.0,975,600.0,761.0,735.0,442.0,475.0,395.0,309.0
1084,남,37,19.0,17.0,"1,745","1,500",818.0,82.4,390.0,447.0,"1,030",998,860,875,880,992,"1,520",472.0,465.0,332.0,590.0,496.0,"1,079",576.0,602.0,548.0,385.0,404.0,347.0,300.0
1085,남,42,20.0,15.0,"1,711","1,485",816.0,82.0,400.0,464.0,"1,050","1,055",945,958,955,995,"1,522",458.0,444.0,345.0,600.0,497.0,"1,074",569.0,595.0,543.0,387.0,411.0,305.0,288.0
1087,남,34,24.0,16.0,"1,722","1,466",791.0,63.0,360.0,420.0,917,866,760,775,775,930,"1,479",418.0,410.0,330.0,581.0,503.0,"1,022",554.0,530.0,480.0,355.0,363.0,283.0,262.0
1089,남,21,18.0,17.0,"1,755","1,506",845.0,60.9,355.0,413.0,920,845,692,705,710,907,"1,534",435.0,426.0,355.0,616.0,518.0,"1,059",544.0,515.0,490.0,361.0,372.0,275.0,248.0
1090,남,32,12.0,14.0,"1,745","1,483",781.0,93.5,403.0,436.0,"1,090","1,050",940,972,976,"1,026","1,516",442.0,413.0,347.0,594.0,452.0,"1,043",590.0,660.0,604.0,436.0,438.0,377.0,298.0
1091,남,47,20.0,15.0,"1,655","1,424",740.0,78.4,430.0,480.0,"1,027",988,920,925,940,"1,005","1,448",456.0,424.0,344.0,581.0,464.0,997,575.0,606.0,518.0,378.0,420.0,326.0,278.0
1093,남,45,26.0,23.0,"1,788","1,543",825.0,92.4,410.0,467.0,"1,025","1,062","1,021","1,035","1,046","1,040","1,579",464.0,435.0,370.0,632.0,525.0,"1,090",575.0,599.0,553.0,431.0,424.0,314.0,276.0
1096,남,40,18.0,13.0,"1,748","1,495",802.0,92.8,411.0,480.0,"1,071","1,087",992,"1,000","1,003","1,053","1,519",456.0,423.0,340.0,610.0,482.0,"1,055",595.0,623.0,572.0,399.0,431.0,370.0,293.0
1098,남,34,24.0,20.0,"1,680","1,431",753.0,55.6,350.0,395.0,850,812,680,700,705,845,"1,448",439.0,418.0,334.0,565.0,477.0,984,572.0,475.0,458.0,348.0,372.0,276.0,245.0
1099,남,34,20.0,22.0,"1,715","1,461",751.0,78.7,365.0,436.0,960,932,875,917,910,"1,002","1,485",448.0,430.0,343.0,590.0,482.0,"1,013",565.0,595.0,557.0,405.0,424.0,317.0,272.0
1101,남,27,22.0,24.0,"1,701","1,460",824.0,60.2,345.0,400.0,927,855,700,706,703,879,"1,467",445.0,405.0,318.0,575.0,515.0,"1,048",543.0,523.0,489.0,347.0,375.0,291.0,245.0
1102,남,47,10.0,11.0,"1,782","1,536",808.0,91.8,420.0,467.0,"1,032","1,068",952,994,995,"1,040","1,559",454.0,436.0,361.0,620.0,496.0,"1,071",596.0,631.0,585.0,411.0,413.0,323.0,288.0
1106,남,25,20.0,18.0,"1,804","1,540",838.0,72.6,370.0,448.0,915,892,820,855,860,970,"1,550",447.0,425.0,355.0,605.0,494.0,"1,098",580.0,568.0,518.0,369.0,388.0,285.0,275.0
1107,남,36,20.0,24.0,"1,695","1,454",810.0,65.0,376.0,414.0,949,912,812,824,829,893,"1,466",409.0,386.0,329.0,579.0,479.0,"1,033",548.0,534.0,495.0,365.0,386.0,305.0,275.0
1198,남,26,15.0,16.0,"1,755","1,514",811.0,77.6,365.0,430.0,965,930,873,912,926,"1,010","1,529",435.0,410.0,350.0,610.0,492.0,"1,075",552.0,610.0,556.0,372.0,396.0,307.0,277.0
1199,남,37,24.0,26.0,"1,675","1,431",765.0,67.6,395.0,453.0,935,880,874,892,890,948,"1,446",403.0,390.0,325.0,562.0,464.0,"1,004",557.0,570.0,522.0,367.0,373.0,300.0,263.0
1205,남,26,20.0,21.0,"1,744","1,501",794.0,71.3,372.0,436.0,964,920,795,825,830,950,"1,520",442.0,417.0,334.0,590.0,490.0,"1,067",567.0,570.0,525.0,385.0,390.0,313.0,287.0
1206,남,43,21.0,15.0,"1,696","1,445",743.0,85.0,415.0,460.0,"1,118","1,063",936,956,965,"1,019","1,468",432.0,419.0,334.0,568.0,452.0,"1,024",555.0,640.0,582.0,413.0,405.0,367.0,313.0
1210,남,23,24.0,23.0,"1,676","1,428",770.0,67.9,385.0,428.0,940,890,770,790,803,920,"1,435",445.0,430.0,340.0,585.0,480.0,"1,005",585.0,590.0,551.0,373.0,401.0,295.0,267.0
1213,남,42,14.0,17.0,"1,729","1,473",820.0,62.9,355.0,417.0,895,873,755,761,765,900,"1,495",435.0,420.0,350.0,601.0,532.0,"1,036",554.0,502.0,482.0,365.0,358.0,282.0,278.0
1224,남,26,21.0,25.0,"1,672","1,414",764.0,65.3,360.0,426.0,968,910,774,783,794,925,"1,435",454.0,436.0,345.0,603.0,500.0,993,565.0,548.0,498.0,357.0,359.0,322.0,280.0
1225,남,49,21.0,16.0,"1,693","1,456",823.0,67.5,375.0,430.0,972,905,831,855,863,910,"1,474",425.0,410.0,350.0,610.0,495.0,"1,050",536.0,540.0,513.0,370.0,385.0,279.0,258.0
1230,남,26,23.0,20.0,"1,704","1,451",769.0,71.9,385.0,417.0,913,862,807,839,840,985,"1,456",435.0,425.0,340.0,588.0,485.0,"1,025",583.0,595.0,543.0,382.0,393.0,306.0,275.0
1231,남,39,15.0,12.0,"1,778","1,525",848.0,65.3,352.0,410.0,930,911,815,835,842,896,"1,560",454.0,442.0,375.0,645.0,549.0,"1,074",542.0,498.0,450.0,375.0,352.0,281.0,261.0
1238,남,42,18.0,20.0,"1,715","1,447",796.0,68.4,370.0,422.0,947,925,847,847,860,945,"1,458",422.0,416.0,344.0,598.0,478.0,"1,015",558.0,528.0,475.0,362.0,379.0,314.0,284.0
1241,남,32,24.0,24.0,"1,820","1,565",847.0,79.3,355.0,412.0,"1,007",956,796,835,838,"1,010","1,577",440.0,435.0,364.0,630.0,541.0,"1,097",558.0,592.0,548.0,379.0,400.0,356.0,278.0
1246,남,25,28.0,23.0,"1,728","1,468",778.0,64.9,350.0,418.0,896,845,780,803,805,940,"1,490",456.0,433.0,350.0,587.0,478.0,"1,030",557.0,563.0,501.0,357.0,358.0,303.0,277.0
1253,남,26,24.0,18.0,"1,768","1,531",842.0,70.6,355.0,414.0,934,890,784,840,845,985,"1,539",440.0,409.0,350.0,606.0,508.0,"1,100",565.0,568.0,535.0,388.0,365.0,288.0,269.0
1256,남,47,16.0,11.0,"1,633","1,404",735.0,63.4,360.0,420.0,898,885,830,831,838,931,"1,419",403.0,385.0,330.0,571.0,475.0,969,561.0,549.0,498.0,363.0,383.0,287.0,262.0
1292,남,33,20.0,23.0,"1,715","1,447",804.0,75.5,380.0,435.0,998,945,831,841,853,972,"1,488",435.0,420.0,343.0,597.0,498.0,"1,038",575.0,598.0,562.0,382.0,418.0,319.0,277.0
1293,남,43,20.0,15.0,"1,710","1,461",785.0,70.0,390.0,462.0,915,902,855,900,900,935,"1,478",399.0,392.0,340.0,590.0,498.0,"1,040",580.0,568.0,495.0,378.0,378.0,281.0,259.0
1294,남,33,29.0,24.0,"1,690","1,448",785.0,66.8,360.0,423.0,912,865,781,815,815,950,"1,466",447.0,434.0,330.0,591.0,488.0,"1,018",550.0,590.0,543.0,379.0,375.0,301.0,267.0
1295,남,45,22.0,23.0,"1,722","1,495",805.0,79.7,415.0,480.0,"1,013",975,920,915,930,955,"1,518",444.0,430.0,344.0,600.0,498.0,"1,055",600.0,584.0,552.0,395.0,409.0,341.0,298.0
1296,남,25,20.0,15.0,"1,825","1,556",837.0,91.9,408.0,447.0,"1,070","1,031",920,945,950,"1,040","1,580",441.0,436.0,360.0,611.0,498.0,"1,100",594.0,620.0,574.0,409.0,400.0,380.0,310.0
1297,남,26,16.0,24.0,"1,735","1,488",800.0,77.8,385.0,435.0,970,956,854,900,895,995,"1,516",446.0,410.0,333.0,590.0,482.0,"1,047",568.0,605.0,552.0,384.0,405.0,324.0,282.0
1298,남,40,7.0,10.0,"1,706","1,426",762.0,62.9,358.0,427.0,879,886,780,835,835,900,"1,440",406.0,393.0,321.0,570.0,472.0,"1,007",565.0,530.0,493.0,336.0,343.0,265.0,252.0
1299,남,32,20.0,19.0,"1,755","1,503",844.0,75.7,355.0,435.0,985,965,870,890,890,991,"1,525",437.0,418.0,357.0,635.0,545.0,"1,080",577.0,576.0,523.0,402.0,405.0,307.0,268.0
1300,남,28,30.0,24.0,"1,787","1,530",859.0,69.9,367.0,435.0,983,895,750,780,788,975,"1,548",472.0,458.0,367.0,647.0,540.0,"1,100",565.0,550.0,501.0,354.0,378.0,295.0,274.0
1301,남,25,20.0,22.0,"1,700","1,460",797.0,67.2,360.0,422.0,900,876,813,850,852,955,"1,486",405.0,388.0,367.0,630.0,510.0,"1,060",565.0,570.0,518.0,378.0,358.0,307.0,250.0
1302,남,45,20.0,13.0,"1,706","1,465",779.0,63.9,368.0,425.0,950,945,780,823,828,890,"1,490",428.0,417.0,347.0,600.0,502.0,"1,026",570.0,485.0,440.0,365.0,355.0,267.0,258.0
1304,남,38,17.0,12.0,"1,726","1,467",819.0,73.3,357.0,408.0,982,961,818,845,862,950,"1,484",422.0,400.0,355.0,612.0,495.0,"1,055",563.0,552.0,504.0,395.0,388.0,334.0,286.0
1305,남,26,20.0,11.0,"1,718","1,458",764.0,68.3,380.0,422.0,895,874,795,810,812,937,"1,478",395.0,384.0,334.0,585.0,488.0,"1,004",578.0,543.0,522.0,370.0,382.0,287.0,268.0
1306,남,35,20.0,15.0,"1,830","1,567",843.0,84.5,385.0,428.0,967,960,851,903,917,"1,025","1,590",436.0,429.0,352.0,615.0,517.0,"1,120",610.0,625.0,565.0,405.0,418.0,325.0,293.0
1307,남,46,23.0,20.0,"1,627","1,377",758.0,61.3,365.0,407.0,902,914,827,835,843,872,"1,434",421.0,405.0,330.0,555.0,456.0,980,557.0,525.0,477.0,342.0,359.0,303.0,255.0
1308,남,25,25.0,22.0,"1,638","1,386",776.0,60.9,365.0,414.0,935,895,713,747,749,875,"1,408",420.0,405.0,334.0,590.0,491.0,994,565.0,533.0,527.0,349.0,363.0,335.0,283.0
1310,남,27,12.0,16.0,"1,786","1,545",867.0,76.3,380.0,426.0,975,943,857,890,891,"1,001","1,568",444.0,425.0,370.0,630.0,523.0,"1,125",560.0,602.0,538.0,383.0,370.0,308.0,278.0
1314,남,45,30.0,24.0,"1,780","1,527",845.0,83.3,415.0,474.0,993,985,930,958,965,"1,020","1,545",457.0,440.0,345.0,612.0,510.0,"1,114",570.0,615.0,556.0,385.0,418.0,310.0,272.0
1318,남,28,15.0,15.0,"1,770","1,513",853.0,70.5,365.0,423.0,948,932,766,773,803,950,"1,542",444.0,430.0,367.0,630.0,536.0,"1,068",580.0,564.0,520.0,382.0,373.0,309.0,290.0
1319,남,25,27.0,25.0,"1,874","1,591",874.0,76.5,384.0,438.0,962,924,766,786,800,965,"1,610",415.0,421.0,355.0,624.0,536.0,"1,114",579.0,562.0,542.0,375.0,383.0,301.0,291.0
1320,남,46,21.0,21.0,"1,683","1,437",787.0,64.1,365.0,419.0,880,872,865,930,867,930,"1,456",414.0,387.0,335.0,584.0,477.0,"1,017",572.0,520.0,469.0,360.0,364.0,293.0,273.0
1323,남,31,14.0,15.0,"1,766","1,520",836.0,81.7,378.0,436.0,"1,050","1,022",932,935,933,987,"1,543",444.0,425.0,365.0,632.0,524.0,"1,086",576.0,620.0,540.0,388.0,386.0,324.0,294.0
1324,남,42,18.0,14.0,"1,750","1,506",807.0,87.0,412.0,458.0,"1,053","1,045",915,923,932,"1,016","1,530",469.0,441.0,357.0,615.0,500.0,"1,045",558.0,619.0,561.0,385.0,425.0,347.0,303.0
1325,남,48,25.0,20.0,"1,794","1,527",845.0,68.0,365.0,431.0,942,895,814,848,851,930,"1,543",460.0,420.0,358.0,637.0,540.0,"1,075",570.0,541.0,484.0,372.0,384.0,282.0,278.0
1326,남,27,25.0,24.0,"1,710","1,460",799.0,76.2,395.0,455.0,977,967,881,912,921,986,"1,485",445.0,445.0,347.0,601.0,495.0,"1,050",567.0,593.0,554.0,390.0,365.0,294.0,278.0
1329,남,45,20.0,21.0,"1,747","1,494",801.0,81.7,435.0,472.0,993,946,960,935,950,960,"1,520",433.0,420.0,362.0,623.0,508.0,"1,044",585.0,567.0,525.0,379.0,416.0,308.0,286.0
1428,남,39,13.0,12.0,"1,777","1,525",788.0,90.0,395.0,435.0,"1,022","1,035",965,993,977,"1,040","1,560",440.0,422.0,345.0,602.0,498.0,"1,078",603.0,635.0,603.0,408.0,429.0,310.0,311.0
1430,남,41,21.0,15.0,"1,705","1,471",806.0,71.5,380.0,443.0,"1,000",978,875,912,902,926,"1,507",422.0,402.0,347.0,602.0,494.0,"1,048",540.0,565.0,523.0,373.0,397.0,309.0,289.0
1432,남,43,16.0,20.0,"1,555","1,326",707.0,55.1,370.0,406.0,833,860,870,845,845,845,"1,338",385.0,360.0,300.0,520.0,419.0,953,545.0,504.0,476.0,325.0,352.0,275.0,250.0
1433,남,46,19.0,16.0,"1,725","1,466",795.0,69.1,360.0,414.0,980,973,860,856,850,923,"1,482",433.0,418.0,350.0,605.0,508.0,"1,026",545.0,541.0,502.0,345.0,369.0,305.0,288.0
1434,남,40,21.0,15.0,"1,745","1,497",817.0,72.0,380.0,444.0,950,938,870,910,920,950,"1,510",416.0,405.0,355.0,615.0,484.0,"1,088",550.0,570.0,509.0,377.0,373.0,295.0,262.0
1436,남,22,23.0,30.0,"1,630","1,394",757.0,60.3,392.0,432.0,905,852,754,770,775,940,"1,405",430.0,420.0,320.0,564.0,464.0,983,558.0,553.0,503.0,363.0,352.0,288.0,281.0
1437,남,24,19.0,16.0,"1,720","1,475",801.0,65.9,355.0,405.0,850,850,768,795,828,950,"1,496",421.0,400.0,347.0,595.0,496.0,"1,040",581.0,570.0,517.0,364.0,370.0,295.0,271.0
1438,남,49,19.0,14.0,"1,745","1,493",784.0,78.3,390.0,455.0,"1,006","1,003",892,916,920,975,"1,512",425.0,410.0,335.0,585.0,484.0,"1,066",565.0,593.0,530.0,374.0,400.0,315.0,290.0
1440,남,22,26.0,30.0,"1,749","1,475",815.0,71.2,380.0,434.0,935,912,805,826,824,982,"1,488",458.0,437.0,340.0,601.0,497.0,"1,050",581.0,565.0,528.0,368.0,391.0,310.0,295.0
1441,남,25,19.0,11.0,"1,875","1,597",891.0,69.5,360.0,422.0,908,876,772,815,833,972,"1,625",420.0,413.0,390.0,675.0,566.0,"1,143",590.0,525.0,498.0,382.0,359.0,260.0,276.0
1442,남,23,20.0,15.0,"1,839","1,565",845.0,76.4,375.0,428.0,940,929,789,840,850,"1,005","1,578",441.0,426.0,371.0,630.0,514.0,"1,100",581.0,580.0,552.0,396.0,393.0,275.0,278.0
1444,남,38,14.0,10.0,"1,804","1,540",844.0,77.5,370.0,435.0,980,975,858,897,900,"1,002","1,560",427.0,422.0,365.0,639.0,524.0,"1,100",567.0,596.0,545.0,374.0,423.0,295.0,300.0
1445,남,24,20.0,22.0,"1,844","1,564",867.0,91.0,410.0,480.0,"1,016",986,906,945,955,"1,070","1,583",450.0,438.0,370.0,646.0,510.0,"1,125",570.0,645.0,591.0,408.0,432.0,353.0,327.0
1455,남,35,15.0,16.0,"1,760","1,495",805.0,76.9,390.0,450.0,"1,005",982,832,880,893,998,"1,528",444.0,430.0,354.0,622.0,502.0,"1,070",557.0,595.0,568.0,389.0,406.0,290.0,278.0
1456,남,26,18.0,19.0,"1,750","1,500",834.0,68.6,370.0,427.0,947,900,755,773,783,932,"1,525",410.0,401.0,344.0,607.0,505.0,"1,060",583.0,557.0,520.0,370.0,383.0,300.0,287.0
1459,남,25,19.0,20.0,"1,784","1,515",803.0,77.6,380.0,444.0,956,945,853,893,908,"1,010","1,538",462.0,435.0,346.0,612.0,505.0,"1,070",580.0,605.0,557.0,402.0,387.0,289.0,283.0
1460,남,25,20.0,22.0,"1,724","1,481",794.0,66.7,360.0,407.0,902,870,786,808,810,945,"1,497",415.0,394.0,336.0,583.0,484.0,"1,023",582.0,559.0,529.0,388.0,378.0,278.0,269.0
1461,남,24,24.0,25.0,"1,770","1,500",799.0,78.1,360.0,425.0,965,955,885,903,903,"1,027","1,514",450.0,423.0,355.0,620.0,506.0,"1,070",565.0,613.0,575.0,400.0,417.0,310.0,298.0
1462,남,38,19.0,14.0,"1,755","1,497",804.0,83.3,390.0,445.0,"1,013",995,912,950,952,"1,031","1,528",445.0,425.0,350.0,622.0,528.0,"1,068",568.0,642.0,568.0,389.0,416.0,353.0,312.0
1463,남,34,23.0,14.0,"1,796","1,541",825.0,72.4,380.0,430.0,957,938,813,864,877,940,"1,565",437.0,420.0,355.0,616.0,512.0,"1,090",578.0,544.0,515.0,378.0,388.0,299.0,295.0
1465,남,34,17.0,15.0,"1,768","1,527",836.0,60.9,350.0,404.0,900,865,780,803,805,880,"1,544",435.0,425.0,345.0,610.0,498.0,"1,064",575.0,504.0,472.0,367.0,357.0,267.0,275.0
1466,남,33,24.0,25.0,"1,725","1,472",812.0,68.5,370.0,435.0,922,877,787,835,843,945,"1,500",451.0,423.0,345.0,605.0,502.0,"1,050",564.0,567.0,530.0,382.0,376.0,298.0,293.0
1467,남,28,24.0,23.0,"1,793","1,543",862.0,73.6,370.0,420.0,"1,014",975,805,823,843,968,"1,556",474.0,433.0,388.0,660.0,552.0,"1,100",575.0,572.0,543.0,373.0,379.0,333.0,295.0
1469,남,28,19.0,24.0,"1,769","1,494",822.0,71.1,380.0,438.0,973,942,781,830,832,942,"1,522",395.0,380.0,355.0,606.0,500.0,"1,074",583.0,550.0,512.0,363.0,387.0,305.0,289.0
1470,남,24,24.0,25.0,"1,800","1,534",868.0,71.2,375.0,442.0,962,926,834,890,895,980,"1,553",460.0,442.0,358.0,634.0,530.0,"1,114",587.0,573.0,525.0,369.0,372.0,281.0,272.0
1477,남,39,19.0,20.0,"1,675","1,432",772.0,63.3,365.0,415.0,943,908,773,790,815,945,"1,443",388.0,372.0,316.0,545.0,436.0,"1,058",575.0,553.0,466.0,358.0,373.0,297.0,273.0
1479,남,27,19.0,20.0,"1,820","1,552",833.0,73.9,390.0,447.0,982,958,800,825,831,973,"1,580",436.0,420.0,370.0,640.0,516.0,"1,073",598.0,580.0,543.0,385.0,382.0,281.0,280.0
1480,남,30,26.0,22.0,"1,783","1,520",825.0,63.6,350.0,430.0,894,845,805,830,836,930,"1,520",430.0,415.0,354.0,605.0,492.0,"1,067",582.0,535.0,477.0,358.0,347.0,265.0,264.0
1481,남,26,24.0,26.0,"1,785","1,519",839.0,73.6,385.0,446.0,951,924,873,892,900,966,"1,527",399.0,387.0,354.0,623.0,514.0,"1,082",550.0,578.0,535.0,379.0,379.0,306.0,272.0
1482,남,20,22.0,20.0,"1,738","1,471",806.0,60.8,365.0,422.0,890,843,705,740,750,896,"1,495",439.0,416.0,331.0,590.0,487.0,"1,030",590.0,516.0,475.0,365.0,372.0,295.0,269.0
1483,남,20,22.0,16.0,"1,765","1,500",827.0,67.1,380.0,441.0,936,898,785,815,824,923,"1,515",425.0,420.0,353.0,620.0,524.0,"1,073",585.0,541.0,503.0,375.0,357.0,287.0,276.0
1521,남,34,14.0,10.0,"1,797","1,539",846.0,69.2,360.0,413.0,910,863,732,762,771,956,"1,562",399.0,390.0,345.0,608.0,485.0,"1,093",570.0,560.0,520.0,375.0,352.0,298.0,291.0
1522,남,48,20.0,15.0,"1,684","1,439",753.0,55.6,355.0,406.0,902,870,750,753,765,840,"1,445",428.0,420.0,327.0,580.0,500.0,987,575.0,484.0,431.0,348.0,339.0,270.0,255.0
1523,남,48,13.0,10.0,"1,584","1,340",701.0,57.3,375.0,437.0,908,854,778,771,775,892,"1,379",409.0,394.0,320.0,550.0,438.0,963,548.0,520.0,452.0,344.0,334.0,296.0,270.0
1525,남,38,18.0,14.0,"1,704","1,469",777.0,66.6,378.0,438.0,953,910,823,844,850,951,"1,480",406.0,391.0,345.0,587.0,488.0,"1,027",582.0,560.0,493.0,372.0,358.0,283.0,266.0
1526,남,35,17.0,15.0,"1,739","1,474",765.0,82.1,385.0,443.0,"1,029","1,006",885,911,915,"1,005","1,508",424.0,398.0,335.0,594.0,492.0,"1,040",568.0,590.0,550.0,370.0,405.0,347.0,300.0
1527,남,32,18.0,15.0,"1,753","1,521",814.0,90.6,420.0,475.0,"1,108","1,105","1,027","1,054","1,065","1,050","1,540",450.0,430.0,357.0,625.0,525.0,"1,094",570.0,646.0,563.0,385.0,391.0,350.0,313.0
1528,남,23,18.0,14.0,"1,758","1,510",797.0,74.3,390.0,434.0,982,970,895,920,928,987,"1,521",454.0,435.0,355.0,600.0,495.0,"1,055",590.0,590.0,526.0,358.0,380.0,278.0,268.0
1529,남,30,25.0,21.0,"1,654","1,411",757.0,58.7,365.0,427.0,894,848,760,774,782,870,"1,430",444.0,426.0,327.0,569.0,466.0,990,550.0,523.0,484.0,350.0,368.0,282.0,268.0
1530,남,30,22.0,19.0,"1,750","1,491",797.0,65.4,395.0,453.0,906,877,735,750,760,915,"1,519",414.0,410.0,350.0,585.0,492.0,"1,040",588.0,527.0,503.0,362.0,382.0,275.0,282.0
1531,남,32,17.0,16.0,"1,714","1,460",800.0,67.9,365.0,412.0,945,919,857,877,880,935,"1,470",397.0,381.0,335.0,583.0,492.0,"1,035",588.0,535.0,485.0,381.0,365.0,295.0,267.0
1595,남,23,12.0,10.0,"1,843","1,570",859.0,77.5,375.0,450.0,972,945,827,880,905,999,"1,587",454.0,448.0,370.0,633.0,544.0,"1,126",573.0,568.0,517.0,381.0,395.0,297.0,303.0
1596,남,24,19.0,22.0,"1,735","1,471",787.0,66.7,375.0,432.0,955,894,748,777,781,929,"1,494",433.0,416.0,353.0,610.0,498.0,"1,054",573.0,551.0,510.0,366.0,366.0,331.0,298.0
1597,남,24,14.0,10.0,"1,780","1,512",819.0,75.7,393.0,432.0,929,914,781,812,817,"1,011","1,538",405.0,390.0,351.0,605.0,500.0,"1,060",568.0,590.0,545.0,393.0,411.0,316.0,317.0
1598,남,34,17.0,19.0,"1,803","1,540",837.0,73.0,370.0,426.0,950,945,800,820,836,980,"1,554",480.0,450.0,350.0,618.0,525.0,"1,090",582.0,578.0,532.0,370.0,399.0,306.0,278.0
1599,남,47,13.0,17.0,"1,653","1,425",749.0,67.2,393.0,417.0,942,943,826,834,830,920,"1,453",410.0,397.0,333.0,581.0,460.0,982,555.0,545.0,505.0,357.0,386.0,315.0,264.0
1600,남,42,23.0,11.0,"1,630","1,378",719.0,55.9,340.0,377.0,860,834,705,749,763,857,"1,410",403.0,395.0,327.0,555.0,484.0,962,570.0,502.0,472.0,359.0,397.0,265.0,261.0
1601,남,30,23.0,19.0,"1,731","1,478",803.0,68.3,375.0,436.0,905,871,775,808,822,952,"1,496",400.0,395.0,338.0,590.0,495.0,"1,064",540.0,585.0,530.0,371.0,386.0,290.0,275.0
1602,남,26,22.0,22.0,"1,715","1,466",784.0,70.6,410.0,450.0,928,895,785,833,835,935,"1,493",424.0,423.0,344.0,593.0,483.0,"1,037",581.0,570.0,541.0,382.0,392.0,305.0,303.0
1603,남,47,21.0,15.0,"1,644","1,406",739.0,76.5,390.0,435.0,979,990,957,972,973,991,"1,434",414.0,397.0,322.0,550.0,453.0,"1,004",560.0,598.0,559.0,383.0,395.0,305.0,290.0
1604,남,39,25.0,19.0,"1,678","1,435",774.0,53.9,340.0,392.0,895,865,725,750,768,860,"1,452",411.0,400.0,330.0,584.0,495.0,"1,023",555.0,485.0,449.0,334.0,315.0,300.0,281.0
1605,남,27,20.0,20.0,"1,714","1,449",810.0,56.3,375.0,432.0,862,838,702,710,720,871,"1,474",425.0,417.0,347.0,590.0,511.0,"1,040",562.0,487.0,458.0,353.0,356.0,260.0,273.0
1606,남,29,15.0,13.0,"1,776","1,522",849.0,55.3,355.0,398.0,936,860,678,695,742,875,"1,539",433.0,424.0,345.0,613.0,540.0,"1,067",550.0,493.0,456.0,328.0,329.0,252.0,301.0
1607,남,27,21.0,20.0,"1,680","1,440",767.0,66.7,355.0,403.0,886,856,770,805,833,944,"1,457",430.0,418.0,328.0,567.0,470.0,"1,018",558.0,600.0,564.0,371.0,396.0,310.0,269.0
1608,남,21,23.0,14.0,"1,788","1,536",857.0,72.6,360.0,422.0,964,914,750,774,796,967,"1,564",457.0,434.0,351.0,610.0,497.0,"1,099",569.0,580.0,532.0,378.0,396.0,315.0,281.0
1609,남,25,27.0,21.0,"1,717","1,475",845.0,48.0,340.0,382.0,776,739,641,684,700,840,"1,499",407.0,389.0,335.0,591.0,516.0,"1,055",560.0,455.0,428.0,325.0,325.0,218.0,260.0
1610,남,29,25.0,15.0,"1,655","1,421",763.0,64.9,355.0,398.0,933,932,760,773,781,920,"1,446",424.0,410.0,340.0,586.0,493.0,985,539.0,569.0,527.0,361.0,384.0,315.0,268.0
1611,남,26,21.0,20.0,"1,745","1,480",815.0,63.9,360.0,428.0,943,898,826,840,843,945,"1,499",439.0,424.0,352.0,610.0,525.0,"1,047",566.0,560.0,511.0,370.0,343.0,289.0,267.0
1612,남,30,23.0,21.0,"1,739","1,474",802.0,61.6,350.0,407.0,896,854,721,730,742,886,"1,493",463.0,443.0,350.0,601.0,509.0,"1,033",580.0,505.0,478.0,362.0,369.0,300.0,272.0
1613,남,35,16.0,14.0,"1,664","1,441",772.0,66.2,395.0,434.0,932,905,823,848,848,935,"1,459",413.0,405.0,344.0,595.0,502.0,"1,033",548.0,555.0,489.0,373.0,369.0,280.0,267.0
1614,남,25,21.0,22.0,"1,755","1,508",811.0,72.7,375.0,435.0,959,907,764,787,790,958,"1,520",430.0,435.0,350.0,595.0,501.0,"1,062",575.0,573.0,555.0,396.0,399.0,310.0,285.0
1616,남,44,19.0,20.0,"1,745","1,489",793.0,78.3,420.0,455.0,986,983,908,903,899,973,"1,509",447.0,440.0,338.0,598.0,485.0,"1,068",602.0,545.0,504.0,368.0,394.0,321.0,285.0
1617,남,26,24.0,25.0,"1,710","1,470",783.0,78.1,395.0,457.0,"1,003","1,005",925,957,960,"1,010","1,489",457.0,432.0,355.0,616.0,525.0,"1,042",585.0,600.0,548.0,372.0,425.0,305.0,281.0
1618,남,31,25.0,23.0,"1,843","1,580",872.0,62.8,365.0,431.0,902,844,703,731,757,896,"1,602",464.0,446.0,355.0,614.0,524.0,"1,123",572.0,502.0,465.0,352.0,362.0,265.0,272.0
1619,남,30,15.0,14.0,"1,730","1,483",795.0,73.0,385.0,445.0,981,950,850,873,887,975,"1,496",444.0,430.0,340.0,600.0,500.0,"1,051",545.0,584.0,535.0,385.0,405.0,303.0,276.0
1621,남,24,21.0,22.0,"1,648","1,414",753.0,74.5,402.0,438.0,"1,002",962,903,932,940,"1,015","1,450",440.0,423.0,319.0,556.0,460.0,"1,027",577.0,622.0,563.0,367.0,370.0,310.0,266.0
1622,남,35,22.0,21.0,"1,703","1,442",778.0,59.6,365.0,413.0,910,881,710,722,734,890,"1,465",399.0,383.0,349.0,590.0,500.0,"1,004",562.0,507.0,461.0,350.0,348.0,300.0,257.0
