0.609645 ,0.160917 ,0.016266 ,0.176252 ,1.477419 ,0.216216 ,1.046627 ,2.004778 ,0.644126 ,0.754449 ,1.100687 ,0.495445 ,0.101726 ,0.164348 ,0.279803 ,0.038563 ,0.022374 ,1.004863 ,0.391309 ,0.216683 ,0.281307 ,1.324197 ,2.306633 ,1.444830 ,1.088492 ,1.088492 ,1.088492 ,1.088492 ,1.088492 ,1.088492 ,1.088492 ,1.088492 ,1.088492 ,1.088492 ,1.088492 ,1.088492 
0.111661 ,0.514693 ,0.201619 ,0.218790 ,0.124317 ,0.023363 ,0.282777 ,0.103067 ,0.107946 ,0.275875 ,0.599449 ,0.456781 ,0.141339 ,0.599416 ,0.483207 ,1.467039 ,0.262650 ,0.559246 ,1.598917 ,0.293377 ,0.311216 ,2.026393 ,1.468492 ,1.263059 ,0.782387 ,0.094292 ,0.080473 ,0.344551 ,0.416587 ,0.241550 ,1.036922 ,1.901275 ,1.901275 ,1.901275 ,1.901275 ,1.901275 
2.094105 ,0.481654 ,0.776582 ,1.090010 ,0.816128 ,0.072566 ,1.547137 ,1.243684 ,1.807026 ,1.711365 ,0.814094 ,0.259021 ,1.512655 ,1.092591 ,0.267808 ,0.220952 ,0.279312 ,0.839029 ,0.839029 ,0.839029 ,0.839029 ,0.839029 ,0.839029 ,0.839029 ,0.839029 ,0.839029 ,0.839029 ,0.839029 ,0.839029 ,0.839029 ,0.839029 ,0.839029 ,0.839029 ,0.839029 ,0.839029 ,0.839029 
1.893396 ,2.298191 ,1.982765 ,1.937630 ,1.559277 ,1.005825 ,1.003876 ,0.703662 ,0.422701 ,0.561372 ,0.297681 ,0.329000 ,0.501889 ,0.360195 ,0.079946 ,0.234447 ,0.144634 ,0.806131 ,0.806131 ,0.806131 ,0.806131 ,0.806131 ,0.806131 ,0.806131 ,0.806131 ,0.806131 ,0.806131 ,0.806131 ,0.806131 ,0.806131 ,0.806131 ,0.806131 ,0.806131 ,0.806131 ,0.806131 ,0.806131 
0.247003 ,0.416470 ,0.281886 ,0.325780 ,0.545372 ,0.147188 ,0.316464 ,1.968562 ,0.369491 ,0.048915 ,0.605242 ,0.164072 ,0.374256 ,0.327460 ,0.049778 ,0.341786 ,0.002738 ,0.819100 ,0.338312 ,0.651466 ,4.279216 ,0.727188 ,0.464313 ,0.109617 ,0.406634 ,0.148532 ,1.371426 ,0.681003 ,0.229775 ,0.965405 ,0.965405 ,0.965405 ,0.965405 ,0.965405 ,0.965405 ,0.965405 
0.258110 ,0.657199 ,1.704141 ,1.232450 ,1.608461 ,0.117673 ,1.503603 ,1.743504 ,1.824614 ,0.462306 ,0.103832 ,1.274699 ,0.961653 ,0.463330 ,0.675135 ,0.497697 ,1.225552 ,0.847700 ,0.847700 ,0.847700 ,0.847700 ,0.847700 ,0.847700 ,0.847700 ,0.847700 ,0.847700 ,0.847700 ,0.847700 ,0.847700 ,0.847700 ,0.847700 ,0.847700 ,0.847700 ,0.847700 ,0.847700 ,0.847700 
0.299641 ,0.327576 ,0.382065 ,0.104095 ,0.403979 ,0.465416 ,0.361700 ,0.157051 ,0.254805 ,0.626762 ,0.261448 ,0.352027 ,0.030849 ,0.512636 ,0.288588 ,0.570910 ,0.017413 ,0.773930 ,4.870225 ,0.191667 ,0.308345 ,1.499296 ,0.498478 ,0.444254 ,0.520832 ,0.619361 ,0.393685 ,1.518828 ,0.537316 ,0.690505 ,0.629127 ,0.591199 ,0.632118 ,0.615444 ,0.441739 ,0.441739 
0.771352 ,0.744027 ,0.826816 ,0.364040 ,1.492949 ,0.478456 ,1.367167 ,1.785878 ,1.585405 ,1.245987 ,0.725520 ,0.682965 ,0.845159 ,0.759377 ,0.283643 ,0.232167 ,0.302482 ,0.329319 ,0.199192 ,0.309978 ,1.019482 ,1.092720 ,0.518880 ,0.124747 ,0.420595 ,0.139118 ,1.005963 ,1.289821 ,1.289821 ,1.289821 ,1.289821 ,1.289821 ,1.289821 ,1.289821 ,1.289821 ,1.289821 
0.571424 ,0.678326 ,0.629736 ,0.622801 ,0.714207 ,0.656043 ,0.590023 ,0.428464 ,0.032268 ,0.101622 ,0.669952 ,0.403325 ,0.190961 ,1.277826 ,0.897773 ,0.540737 ,0.247463 ,2.396133 ,0.170439 ,0.292774 ,0.196697 ,1.474659 ,0.233130 ,1.281925 ,1.027106 ,2.925834 ,0.743681 ,1.375939 ,0.422546 ,0.963433 ,0.963433 ,0.963433 ,0.963433 ,0.963433 ,0.963433 ,0.963433 
0.037402 ,0.457597 ,0.392316 ,0.657173 ,0.528703 ,0.227279 ,0.516315 ,0.474463 ,0.351411 ,0.536847 ,0.381510 ,1.854126 ,3.491828 ,2.907802 ,1.140204 ,0.796114 ,0.581066 ,0.474169 ,0.423825 ,0.500336 ,0.276867 ,0.618298 ,0.618298 ,0.618298 ,0.618298 ,0.618298 ,0.618298 ,0.618298 ,0.618298 ,0.618298 ,0.618298 ,0.618298 ,0.618298 ,0.618298 ,0.618298 ,0.618298 
0.276958 ,0.111843 ,0.436923 ,0.366026 ,0.424098 ,0.282593 ,0.353167 ,1.016627 ,0.506027 ,0.489542 ,0.723514 ,0.102774 ,0.145222 ,0.131814 ,0.169105 ,0.037512 ,0.651742 ,1.807191 ,1.215070 ,3.816848 ,0.717943 ,0.067503 ,0.953373 ,0.788614 ,0.264443 ,0.963588 ,0.963588 ,0.963588 ,0.963588 ,0.963588 ,0.963588 ,0.963588 ,0.963588 ,0.963588 ,0.963588 ,0.963588 
