1.342397 ,0.592856 ,0.413683 ,0.205844 ,0.714035 ,0.513375 ,1.257575 ,1.478266 ,1.189937 ,1.077318 ,0.929422 ,0.690406 ,0.246328 ,0.319841 ,0.352397 ,0.234430 ,0.273434 ,0.896090 ,0.623960 ,0.218151 ,0.168565 ,0.894180 ,1.392138 ,1.232664 ,1.232664 ,1.232664 ,1.232664 ,1.232664 ,1.232664 ,1.232664 ,1.232664 ,1.232664 ,1.232664 ,1.232664 ,1.232664 ,1.232664 
0.051897 ,0.209345 ,0.103412 ,0.089522 ,0.313579 ,0.169205 ,0.169894 ,0.246231 ,0.060609 ,0.278867 ,0.219342 ,0.226152 ,0.262048 ,0.234073 ,0.639974 ,1.877209 ,0.246176 ,0.780207 ,1.984592 ,0.290941 ,0.301001 ,1.530268 ,1.753379 ,1.178468 ,1.105204 ,0.143293 ,0.098830 ,0.253049 ,0.506925 ,0.034592 ,1.698954 ,1.698954 ,1.698954 ,1.698954 ,1.698954 ,1.698954 
1.571486 ,1.394595 ,1.215268 ,0.907945 ,0.737753 ,0.664927 ,1.472789 ,1.041843 ,1.672103 ,1.440620 ,0.694402 ,0.568329 ,1.607983 ,1.051346 ,0.455563 ,0.413188 ,0.845507 ,0.845507 ,0.845507 ,0.845507 ,0.845507 ,0.845507 ,0.845507 ,0.845507 ,0.845507 ,0.845507 ,0.845507 ,0.845507 ,0.845507 ,0.845507 ,0.845507 ,0.845507 ,0.845507 ,0.845507 ,0.845507 ,0.845507 
0.623895 ,1.580404 ,1.604020 ,1.582093 ,1.499042 ,1.480559 ,1.339122 ,0.864712 ,1.022387 ,0.928628 ,0.829158 ,0.838690 ,0.727313 ,0.535459 ,0.765220 ,0.868762 ,0.854473 ,0.854473 ,0.854473 ,0.854473 ,0.854473 ,0.854473 ,0.854473 ,0.854473 ,0.854473 ,0.854473 ,0.854473 ,0.854473 ,0.854473 ,0.854473 ,0.854473 ,0.854473 ,0.854473 ,0.854473 ,0.854473 ,0.854473 
0.454214 ,0.661001 ,0.434048 ,0.469692 ,0.581690 ,0.631081 ,0.611617 ,0.363861 ,0.573411 ,0.543555 ,0.607072 ,0.627762 ,0.599668 ,0.675794 ,0.598266 ,0.574564 ,0.695541 ,0.044592 ,0.456049 ,0.281553 ,0.048475 ,0.587727 ,0.173620 ,0.627783 ,0.870582 ,0.731439 ,0.517206 ,0.579987 ,1.815613 ,1.815613 ,1.815613 ,1.815613 ,1.815613 ,1.815613 ,1.815613 ,1.815613 
0.928781 ,1.170008 ,0.992045 ,0.763908 ,1.118054 ,1.278231 ,0.779889 ,0.997243 ,1.104705 ,1.484820 ,1.276358 ,1.035573 ,1.092730 ,1.266581 ,1.038468 ,1.178296 ,0.875284 ,0.875284 ,0.875284 ,0.875284 ,0.875284 ,0.875284 ,0.875284 ,0.875284 ,0.875284 ,0.875284 ,0.875284 ,0.875284 ,0.875284 ,0.875284 ,0.875284 ,0.875284 ,0.875284 ,0.875284 ,0.875284 ,0.875284 
0.225429 ,0.249593 ,0.387954 ,0.517912 ,0.200697 ,0.098733 ,0.149821 ,0.436440 ,0.033779 ,0.275925 ,0.340139 ,0.103050 ,0.582372 ,0.810531 ,1.144011 ,0.826330 ,0.833686 ,0.630648 ,1.011278 ,0.702022 ,0.103179 ,0.689638 ,0.004265 ,0.018839 ,0.161388 ,0.231584 ,0.357046 ,0.202649 ,0.262922 ,0.220988 ,0.021339 ,0.105603 ,0.179406 ,0.070504 ,0.036519 ,0.036519 
0.741378 ,0.944160 ,0.902892 ,0.899065 ,1.139923 ,0.911079 ,0.855515 ,0.820294 ,1.045268 ,0.722035 ,0.667276 ,0.584765 ,0.627065 ,0.677074 ,0.400621 ,0.001310 ,0.029810 ,0.117780 ,0.080442 ,0.062209 ,1.085021 ,1.072673 ,1.101260 ,0.014282 ,0.381085 ,0.044215 ,1.458585 ,1.458585 ,1.458585 ,1.458585 ,1.458585 ,1.458585 ,1.458585 ,1.458585 ,1.458585 ,1.458585 
0.242085 ,0.679229 ,0.557808 ,0.286721 ,0.743487 ,0.698893 ,0.634502 ,0.655056 ,0.647476 ,0.643334 ,0.765147 ,0.637838 ,0.620925 ,0.343171 ,0.257355 ,0.308139 ,0.468747 ,0.409658 ,0.488613 ,0.334693 ,0.509337 ,0.027897 ,0.459929 ,0.273205 ,0.439373 ,1.434872 ,0.848419 ,0.623562 ,1.770545 ,1.770545 ,1.770545 ,1.770545 ,1.770545 ,1.770545 ,1.770545 ,1.770545 
0.671888 ,1.017204 ,1.066991 ,0.852934 ,1.020786 ,1.245350 ,1.249774 ,1.041381 ,1.092696 ,1.196292 ,1.271068 ,1.094954 ,1.367738 ,1.261937 ,0.522670 ,0.214778 ,0.112259 ,0.105887 ,0.121468 ,0.035338 ,1.035212 ,1.035212 ,1.035212 ,1.035212 ,1.035212 ,1.035212 ,1.035212 ,1.035212 ,1.035212 ,1.035212 ,1.035212 ,1.035212 ,1.035212 ,1.035212 ,1.035212 ,1.035212 
