0u, 1:0
0u, 2:20
0u, 2:50
0u, 9:0
0u, 11:50
0u, 12:0
0u, 12:10
0u, 12:20
0u, 12:50
0u, 13:0
0u, 13:10
0u, 13:30
0u, 13:40
0u, 14:0
0u, 14:20
0u, 14:40
0u, 15:0
0u, 15:50
0u, 16:10
0u, 17:50
0u, 18:40
0u, 20:40
0u, 20:50
0u, 21:0
0u, 22:30
0u, 23:20
0u, 27:20
0u, 28:40
0u, 34:30
0u, 35:20
0u, 36:10
0u, 38:20
0u, 38:30
0u, 43:0
0u, 43:20
0u, 43:30
0u, 44:0
0u, 44:40
0u, 44:50
0u, 45:0
0u, 46:50
0u, 47:20
0u, 49:30
1u, 4:20
1u, 6:30
1u, 7:20
1u, 37:40
1u, 44:30
1u, 51:50
1u, 52:20
1u, 55:40
1u, 57:20
2u, 0:10
2u, 0:40
2u, 1:0
2u, 1:10
2u, 2:10
2u, 4:50
2u, 6:0
2u, 6:40
2u, 7:10
2u, 7:40
2u, 9:30
2u, 11:50
2u, 13:0
2u, 13:30
2u, 15:50
2u, 20:10
2u, 23:0
2u, 24:10
2u, 25:20
2u, 27:10
2u, 27:20
3u, 0:0
3u, 1:30
3u, 1:50
3u, 2:20
3u, 2:30
3u, 2:50
3u, 3:10
3u, 3:40
3u, 4:20
3u, 4:50
3u, 5:40
3u, 6:20
3u, 7:10
3u, 7:40
3u, 8:0
3u, 8:10
3u, 8:30
3u, 9:0
3u, 9:50
3u, 10:50
3u, 11:0
3u, 11:10
3u, 11:30
3u, 12:0
3u, 13:50
3u, 14:10
3u, 15:40
3u, 17:20
3u, 19:0
3u, 19:30
3u, 19:50
3u, 22:10
3u, 23:0
3u, 23:50
3u, 24:10
3u, 24:20
3u, 25:0
3u, 25:30
3u, 26:20
3u, 26:50
3u, 30:10
3u, 30:50
3u, 32:10
4u, 0:0
4u, 11:10
4u, 15:0
4u, 15:20
4u, 16:10
4u, 28:10
4u, 28:40
4u, 29:30
4u, 33:0
4u, 34:0
4u, 37:40
4u, 38:20
4u, 38:40
4u, 39:40
4u, 39:50
4u, 40:20
4u, 41:20
4u, 41:40
4u, 42:50
4u, 43:40
4u, 45:20
4u, 45:30
4u, 45:40
4u, 47:20
4u, 47:30
4u, 52:30
4u, 52:40
4u, 54:30
4u, 55:20
5u, 2:40
5u, 3:0
5u, 4:40
5u, 6:0
5u, 7:50
5u, 8:20
5u, 9:40
5u, 12:10
5u, 13:20
5u, 15:10
5u, 16:30
5u, 16:40
5u, 17:30
5u, 18:0
5u, 18:20
5u, 18:50
5u, 19:10
5u, 19:40
5u, 19:50
5u, 22:0
5u, 22:30
5u, 25:10
5u, 27:40
5u, 27:50
5u, 30:10
5u, 32:0
5u, 32:30
5u, 32:50
5u, 34:10
5u, 34:20
5u, 34:50
5u, 35:10
5u, 35:20
6u, 8:30
6u, 23:10
6u, 26:20
6u, 29:40
6u, 30:0
6u, 30:50
6u, 35:30
6u, 35:40
6u, 35:50
6u, 36:0
6u, 36:10
6u, 36:20
6u, 36:30
6u, 36:40
6u, 36:50
6u, 42:40
6u, 43:20
6u, 43:40
6u, 44:20
6u, 45:10
6u, 46:40
6u, 47:20
7u, 3:40
7u, 4:10
7u, 8:50
7u, 9:0
7u, 11:10
7u, 12:0
7u, 13:0
7u, 13:50
7u, 14:20
7u, 15:0
7u, 15:40
7u, 15:50
7u, 16:30
7u, 17:30
7u, 17:50
7u, 18:40
7u, 19:0
7u, 20:50
7u, 21:30
7u, 22:10
7u, 23:0
7u, 23:30
7u, 23:50
7u, 25:40
7u, 26:0
7u, 26:10
7u, 27:30
7u, 30:50
7u, 32:10
7u, 35:40
7u, 36:0
7u, 36:20
7u, 42:0
7u, 43:40
7u, 51:40
7u, 52:0
7u, 52:10
7u, 52:30
7u, 53:50
7u, 54:0
7u, 54:20
8u, 0:0
8u, 6:40
8u, 16:40
8u, 23:10
8u, 25:0
8u, 25:30
8u, 26:20
8u, 27:20
8u, 31:40
8u, 33:20
8u, 35:0
8u, 35:50
8u, 36:30
